venue,asset,kind,instrument,expiry,strike,cp,bid_coin,ask_coin,mark_coin,bid_usd,ask_usd,mark_iv,underlying,open_interest,volume,delta,vega,gamma,theta,funding_8h
deribit,BTC,option,BTC-25DEC26-76000-C,25DEC26,76000,C,0.038,0.0395,0.03887973,2423.52372,2519.18913,38.0,64838.8,388.7,0.3,,,,,
deribit,BTC,option,BTC-25JUN27-86000-P,25JUN27,86000,P,0.3605,0.3665,0.36229403,22991.58687,23374.24851,40.69,66250.16,0.1,0.0,,,,,
deribit,BTC,option,BTC-14AUG26-72000-P,14AUG26,72000,P,0.0905,0.1705,0.12843188,5771.81307,10873.968270000001,33.68,63828.54,0.0,0.0,-0.98018,5.24755,1e-05,-8.27249,
deribit,BTC,option,BTC-4AUG26-70000-P,4AUG26,70000,P,0.061,0.1375,0.09805386,3890.39334,8769.32925,41.63,63749.12,0.0,0.0,-1.0,2e-05,0.0,-0.00038,
deribit,BTC,option,BTC-5AUG26-60500-C,5AUG26,60500,C,0.0175,0.0845,0.05148543,1116.0964500000002,5389.151430000001,42.78,63758.56,0.0,0.0,0.96738,3.15782,4e-05,-40.1824,
deribit,BTC,option,BTC-25JUN27-92000-P,25JUN27,92000,P,0.435,0.4425,0.43728385,27742.9689,28221.29595,40.6,66250.16,0.1,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-82000-C,28AUG26,82000,C,0.0003,0.0004,0.00035392,19.133081999999998,25.510776000000003,40.41,63923.11,1505.6,0.1,,,,,
deribit,BTC,option,BTC-25DEC26-104000-C,25DEC26,104000,C,0.0036,0.0039,0.00382284,229.596984,248.730066,40.31,64838.8,85.2,0.1,,,,,
deribit,BTC,option,BTC-7AUG26-63000-C,7AUG26,63000,C,0.0195,0.0205,0.02014069,1243.65033,1307.4272700000001,32.88,63783.84,163.2,94.9,0.6561,23.58094,0.00017,-105.2992,
deribit,BTC,option,BTC-25SEP26-66000-C,25SEP26,66000,C,0.0385,0.0395,0.03888594,2455.41219,2519.18913,33.83,64160.31,988.8,0.2,,,,,
deribit,BTC,option,BTC-25SEP26-155000-P,25SEP26,155000,P,1.3345,1.5045,1.41589028,85110.32643,95952.40623,70.97,64160.31,0.1,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-105000-C,25SEP26,105000,C,0.0002,0.0006,0.00032999,12.755388000000002,38.266163999999996,49.5,64160.31,1207.0,2.0,,,,,
deribit,BTC,option,BTC-6AUG26-63000-P,6AUG26,63000,P,0.005,0.006,0.0057089,318.8847,382.66164000000003,31.38,63768.39,0.7,0.6,-0.31604,19.4504,0.00021,-113.81348,
deribit,BTC,option,BTC-25DEC26-88000-C,25DEC26,88000,C,0.013,0.0135,0.01327035,829.10022,860.98869,38.13,64838.7,2556.1,12.3,,,,,
deribit,BTC,option,BTC-30OCT26-72000-C,30OCT26,72000,C,0.0275,0.029,0.02826152,1753.8658500000001,1849.5312600000002,35.08,64404.81,10.5,0.2,,,,,
deribit,BTC,option,BTC-14AUG26-68000-P,14AUG26,68000,P,0.0655,0.07,0.0677651,4177.38957,4464.385800000001,28.86,63828.84,0.0,0.0,-0.89493,19.86828,6e-05,-26.83699,
deribit,BTC,option,BTC-6AUG26-58000-P,6AUG26,58000,P,0.0002,0.0004,0.00027056,12.755388000000002,25.510776000000003,52.45,63768.39,32.5,5.3,-0.01605,2.19513,1e-05,-16.45971,
deribit,BTC,option,BTC-25JUN27-56000-P,25JUN27,56000,P,0.087,0.0895,0.0884226,5548.59378,5708.03613,44.59,66250.16,41.6,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-105000-P,26MAR27,105000,P,0.612,0.621,0.61570525,39031.48728,39605.47974,40.1,65502.21,0.1,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-80000-P,28AUG26,80000,P,0.2485,0.258,0.25189794,15848.569590000001,16454.450520000002,37.52,63923.28,29.5,0.0,,,,,
deribit,BTC,option,BTC-6AUG26-58000-C,6AUG26,58000,C,0.057,0.122,0.09071789,3635.28558,7780.78668,52.45,63768.39,0.0,0.0,0.98407,2.18145,1e-05,-21.34001,
deribit,BTC,option,BTC-30OCT26-63000-C,30OCT26,63000,C,0.0825,0.084,0.08339564,5261.59755,5357.262960000001,37.27,64404.81,112.0,3.0,,,,,
deribit,BTC,option,BTC-30OCT26-90000-P,30OCT26,90000,P,0.352,0.4565,0.40002798,22449.48288,29114.173110000003,36.7,64404.81,0.1,0.0,,,,,
deribit,BTC,option,BTC-14AUG26-59000-C,14AUG26,59000,C,0.0755,0.0815,0.07940194,4815.15897,5197.820610000001,39.01,63828.54,0.0,0.0,0.88808,20.7937,4e-05,-37.96693,
deribit,BTC,option,BTC-25JUN27-105000-P,25JUN27,105000,P,0.6095,0.618,0.61223515,38872.044930000004,39414.14892,40.88,66250.16,0.1,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-52000-P,28AUG26,52000,P,0.0023,0.0025,0.0023447,146.686962,159.44235,48.2,63923.28,1284.5,101.3,,,,,
deribit,BTC,option,BTC-30OCT26-73000-P,30OCT26,73000,P,0.1555,0.1625,0.15817762,9917.31417,10363.752750000001,34.99,64404.81,0.0,0.0,,,,,
deribit,BTC,option,BTC-25SEP26-82000-P,25SEP26,82000,P,0.2765,0.286,0.27991837,17634.323910000003,18240.20484,34.86,64160.31,194.1,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-112000-P,26MAR27,112000,P,0.7145,0.7245,0.71849071,45568.62363,46206.39303000001,40.5,65502.21,0.1,0.0,,,,,
deribit,BTC,option,BTC-14AUG26-60000-P,14AUG26,60000,P,0.005,0.0055,0.00534038,318.8847,350.77317,37.01,63828.84,1861.3,46.4,-0.15553,26.08449,6e-05,-45.18981,
deribit,BTC,option,BTC-25DEC26-58000-C,25DEC26,58000,C,0.1585,0.1615,0.1599282,10108.64499,10299.97581,41.63,64838.7,41.8,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-65000-P,28AUG26,65000,P,0.0415,0.043,0.04232076,2646.74301,2742.4084199999998,31.77,63923.28,854.5,2.6,,,,,
deribit,BTC,option,BTC-30OCT26-56000-P,30OCT26,56000,P,0.026,0.0275,0.02673974,1658.20044,1753.8658500000001,40.9,64404.81,6.1,0.0,,,,,
deribit,BTC,option,BTC-4AUG26-71000-P,4AUG26,71000,P,0.0765,0.1545,0.11374034,4878.93591,9853.53723,42.74,63749.12,0.0,0.0,-1.0,0.0,0.0,-1e-05,
deribit,BTC,option,BTC-21AUG26-62000-C,21AUG26,62000,C,0.0445,0.0465,0.0459246,2838.07383,2965.62771,33.35,63881.99,15.1,11.1,0.6724,50.77818,8e-05,-47.8882,
deribit,BTC,option,BTC-6AUG26-71000-P,6AUG26,71000,P,0.076,0.154,0.11343466,4847.04744,9821.64876,42.32,63768.39,0.0,0.0,-0.99832,0.29616,0.0,-2.33746,
deribit,BTC,option,BTC-25SEP26-66000-P,25SEP26,66000,P,0.067,0.068,0.06756152,4273.054980000001,4336.8319200000005,33.83,64160.31,852.8,0.2,,,,,
deribit,BTC,option,BTC-5AUG26-59000-P,5AUG26,59000,P,0.0001,0.0003,0.00016985,6.377694000000001,19.133081999999998,52.11,63758.1,70.9,8.2,-0.01291,1.441,1e-05,-10.18232,
deribit,BTC,option,BTC-25JUN27-90000-C,25JUN27,90000,C,0.0525,0.0545,0.05323492,3348.28935,3475.84323,40.59,66250.16,77.9,0.4,,,,,
deribit,BTC,option,BTC-25DEC26-85000-C,25DEC26,85000,C,0.017,0.0175,0.01750238,1084.2079800000001,1116.0964500000002,38.09,64838.8,2245.5,6.9,,,,,
deribit,BTC,option,BTC-5AUG26-60500-P,5AUG26,60500,P,0.0003,0.0005,0.00039743,19.133081999999998,31.88847,42.78,63758.56,9.2,5.3,-0.03263,3.15843,4e-05,-23.70889,
deribit,BTC,option,BTC-25DEC26-98000-P,25DEC26,98000,P,0.463,0.5815,0.51727787,29528.723220000003,37086.290610000004,39.27,64838.7,1.2,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-90000-P,28AUG26,90000,P,0.3605,0.46,0.40811904,22991.58687,29337.3924,49.45,63923.11,11.1,0.0,,,,,
deribit,BTC,option,BTC-26MAR27-78000-C,26MAR27,78000,C,0.062,0.0635,0.06268326,3954.1702800000003,4049.8356900000003,39.52,65502.21,389.6,2.0,,,,,
deribit,BTC,option,BTC-28AUG26-85000-P,28AUG26,85000,P,0.285,0.379,0.32996814,18176.4279,24171.46026,43.61,63923.11,0.8,0.1,,,,,
deribit,BTC,option,BTC-25SEP26-200000-P,25SEP26,200000,P,2.012,2.23,2.11720385,128319.20328,142222.5762,72.99,64160.31,0.1,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-68000-C,28AUG26,68000,C,0.01,0.0105,0.01020258,637.7694,669.6578700000001,30.52,63923.28,927.5,78.4,,,,,
deribit,BTC,option,BTC-28AUG26-52000-C,28AUG26,52000,C,0.185,0.191,0.18887115,11798.733900000001,12181.395540000001,48.2,63923.11,51.0,0.0,,,,,
deribit,BTC,option,BTC-25DEC26-78000-C,25DEC26,78000,C,0.032,0.033,0.03267606,2040.86208,2104.63902,37.99,64838.8,411.8,2.5,,,,,
deribit,BTC,option,BTC-25SEP26-85000-P,25SEP26,85000,P,0.322,0.3325,0.32607298,20536.17468,21205.832550000003,36.55,64160.31,453.7,0.0,,,,,
deribit,BTC,option,BTC-28AUG26-54000-C,28AUG26,54000,C,0.155,0.161,0.15872239,9885.4257,10268.08734,44.67,63923.28,12.2,1.0,,,,,
deribit,BTC,option,BTC-5AUG26-70000-C,5AUG26,70000,C,,0.0001,2.54e-06,0.0,6.377694000000001,40.53,63758.56,0.0,0.0,0.00038,0.05961,0.0,-0.18092,
deribit,BTC,option,BTC-21AUG26-70000-C,21AUG26,70000,C,0.0022,0.0026,0.00242546,140.309268,165.820044,29.45,63881.99,1325.0,561.0,0.0844,21.76734,4e-05,-18.12554,
deribit,BTC,option,BTC-25DEC26-95000-P,25DEC26,95000,P,0.469,0.4785,0.47269266,29911.38486,30517.26579,39.02,64838.8,85.9,0.0,,,,,
deribit,BTC,future,BTC-30OCT26,30OCT26,,,64412.5,64505.0,64434.44,64412.5,64505.0,,63776.94,1507760,6.68197927,,,,,
deribit,BTC,future,BTC-14AUG26,14AUG26,,,63855.0,63897.5,63857.05,63855.0,63897.5,,63776.94,3798250,17.8925486,,,,,
deribit,BTC,future,BTC-25JUN27,25JUN27,,,66207.5,66385.0,66279.21,66207.5,66385.0,,63776.94,6387650,5.20237563,,,,,
deribit,BTC,future,BTC-PERPETUAL,PERPETUAL,,,63806.0,63806.5,63792.36,63806.0,63806.5,,63776.94,737697900,2763.79518387,,,,,3.449e-05
deribit,BTC,future,BTC-26MAR27,26MAR27,,,65537.5,65577.5,65530.77,65537.5,65577.5,,63776.94,47502670,4.89188838,,,,,
deribit,BTC,future,BTC-4AUG26,4AUG26,,,63705.0,63812.5,63776.57,63705.0,63812.5,,63776.94,1248130,0.67770954,,,,,
deribit,BTC,future,BTC-28AUG26,28AUG26,,,63925.0,63980.0,63951.08,63925.0,63980.0,,63776.94,33195180,39.07680009,,,,,
deribit,BTC,future,BTC-7AUG26,7AUG26,,,63840.0,63842.5,63813.1,63840.0,63842.5,,63776.94,13760180,64.55152377,,,,,
deribit,BTC,future,BTC-25DEC26,25DEC26,,,64875.0,64895.0,64866.59,64875.0,64895.0,,63776.94,211878640,107.67940767,,,,,
deribit,BTC,future,BTC-6AUG26,6AUG26,,,63645.0,63827.5,63796.69,63645.0,63827.5,,63776.94,33860,0.77512508,,,,,
deribit,BTC,future,BTC-25SEP26,25SEP26,,,64202.5,64207.5,64189.29,64202.5,64207.5,,63776.94,370278010,62.69839232,,,,,
deribit,BTC,future,BTC-21AUG26,21AUG26,,,63900.0,63955.0,63909.82,63900.0,63955.0,,63776.94,2980550,28.90946139,,,,,
deribit,BTC,future,BTC-5AUG26,5AUG26,,,63680.0,63825.0,63786.56,63680.0,63825.0,,63776.94,394470,1.5300714,,,,,
deribit,ETH,option,ETH-25JUN27-1900-C,25JUN27,1900,C,0.2145,0.218,0.216868,399.714315,406.23646,57.33,1916.64,66.0,0.0,,,,,
deribit,ETH,option,ETH-26MAR27-2000-P,26MAR27,2000,P,0.207,0.2115,0.209079,385.73829,394.123905,55.51,1897.56,1505.0,2.0,,,,,
deribit,ETH,option,ETH-25SEP26-2100-P,25SEP26,2100,P,0.154,0.1585,0.155729,286.97438,295.359995,48.76,1867.61,2716.0,0.0,,,,,
deribit,ETH,option,ETH-6AUG26-1760-P,6AUG26,1760,P,0.0023,0.0027,0.002536,4.285981,5.031369000000001,55.13,1863.34,13.0,13.0,-0.10779,0.29606,0.0021,-3.04389,
deribit,ETH,option,ETH-5AUG26-1820-P,5AUG26,1820,P,0.0043,0.0048,0.004606,8.012921,8.944656,48.87,1863.33,59.0,105.0,-0.23105,0.3851,0.00492,-5.59674,
deribit,ETH,option,ETH-25SEP26-16000-P,25SEP26,16000,P,7.2425,7.929,7.566964,13496.181475,14775.45363,130.17,1867.64,30.0,0.0,,,,,
deribit,ETH,option,ETH-26MAR27-4500-P,26MAR27,4500,P,1.3175,1.487,1.381856,2455.121725,2770.97989,59.99,1897.56,0.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-1600-C,25SEP26,1600,C,0.165,0.1705,0.167137,307.47255,317.72163500000005,53.21,1867.64,3575.0,0.0,,,,,
deribit,ETH,option,ETH-26MAR27-3000-P,26MAR27,3000,P,0.6075,0.64,0.625099,1132.058025,1192.6208000000001,55.84,1897.56,352.0,0.0,,,,,
deribit,ETH,option,ETH-25DEC26-5200-P,25DEC26,5200,P,1.6585,1.892,1.767671,3090.564995,3525.68524,65.41,1879.81,0.0,0.0,,,,,
deribit,ETH,option,ETH-25DEC26-4800-C,25DEC26,4800,C,0.0017,0.0022,0.00194,3.167899,4.099634,63.41,1879.78,2521.0,10.0,,,,,
deribit,ETH,option,ETH-25JUN27-2000-P,25JUN27,2000,P,0.2385,0.242,0.239498,444.437595,450.95974,57.07,1916.64,53.0,0.0,,,,,
deribit,ETH,option,ETH-4AUG26-1600-P,4AUG26,1600,P,,0.0001,0.0,0.0,0.186347,82.24,1863.45,1200.0,53.0,-1e-05,3e-05,0.0,-0.00012,
deribit,ETH,option,ETH-7AUG26-1850-P,7AUG26,1850,P,0.015,0.016,0.015485,27.95205,29.81552,47.27,1863.37,2022.0,119.0,-0.42882,0.73478,0.00444,-4.71774,
deribit,ETH,option,ETH-14AUG26-1750-P,14AUG26,1750,P,0.011,0.012,0.011393,20.49817,22.36164,50.59,1863.97,3210.0,770.0,-0.21964,0.94333,0.00183,-2.234,
deribit,ETH,option,ETH-5AUG26-2000-P,5AUG26,2000,P,0.033,0.12,0.073638,61.494510000000005,223.6164,52.05,1863.33,0.0,0.0,-0.97584,0.07184,0.00086,-1.11202,
deribit,ETH,option,ETH-25DEC26-2700-P,25DEC26,2700,P,0.4545,0.4765,0.464998,846.947115,887.943455,53.6,1879.78,446.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-7500-C,25SEP26,7500,C,,0.0002,7e-06,0.0,0.372694,93.06,1867.64,1322.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-6800-P,25SEP26,6800,P,2.503,2.7955,2.640979,4664.26541,5209.330385,93.06,1867.61,0.0,0.0,,,,,
deribit,ETH,option,ETH-14AUG26-2000-P,14AUG26,2000,P,0.04,0.1095,0.080703,74.53880000000001,204.04996500000001,44.91,1863.97,43.0,43.0,-0.80981,0.8659,0.0019,-1.82038,
deribit,ETH,option,ETH-14AUG26-1950-P,14AUG26,1950,P,0.0575,0.062,0.059651,107.14952500000001,115.53514,44.89,1863.97,588.0,0.0,-0.7081,1.09492,0.0024,-2.30107,
deribit,ETH,option,ETH-5AUG26-2000-C,5AUG26,2000,C,0.0002,0.0004,0.000308,0.372694,0.745388,52.05,1863.35,164.0,28.0,0.02416,0.07184,0.00086,-0.577,
deribit,ETH,option,ETH-5AUG26-1760-P,5AUG26,1760,P,0.001,0.0014,0.001225,1.86347,2.608858,57.66,1863.33,3.0,2.0,-0.06873,0.16746,0.00181,-2.28536,
deribit,ETH,option,ETH-25DEC26-7000-C,25DEC26,7000,C,0.0004,0.0007,0.000532,0.745388,1.304429,73.19,1879.78,2825.0,1.0,,,,,
deribit,ETH,option,ETH-5AUG26-1860-C,5AUG26,1860,C,0.0125,0.0135,0.013074,23.293375,25.156845,44.93,1863.33,549.0,124.0,0.53408,0.50285,0.00699,-6.71886,
deribit,ETH,option,ETH-28AUG26-2250-C,28AUG26,2250,C,0.0037,0.0041,0.003944,6.894839,7.640227,47.97,1864.3,3659.0,193.0,,,,,
deribit,ETH,option,ETH-25DEC26-1800-P,25DEC26,1800,P,0.11,0.112,0.110789,204.98170000000002,208.70864,53.7,1879.78,4868.0,0.0,,,,,
deribit,ETH,option,ETH-21AUG26-1400-C,21AUG26,1400,C,0.245,0.2565,0.250451,456.55015,477.980055,68.37,1864.2,0.0,0.0,0.97606,0.23124,0.0002,-0.4471,
deribit,ETH,option,ETH-25JUN27-1400-P,25JUN27,1400,P,0.0855,0.087,0.086103,159.32668500000003,162.12188999999998,59.99,1916.64,1717.0,0.0,,,,,
deribit,ETH,option,ETH-25JUN27-1600-C,25JUN27,1600,C,0.285,0.296,0.292916,531.08895,551.58712,58.61,1916.67,367.0,0.0,,,,,
deribit,ETH,option,ETH-25DEC26-5000-C,25DEC26,5000,C,0.0014,0.0019,0.001642,2.608858,3.540593,64.35,1879.81,4539.0,21.0,,,,,
deribit,ETH,option,ETH-26MAR27-2900-P,26MAR27,2900,P,0.561,0.591,0.57795,1045.40667,1101.31077,55.67,1897.59,258.0,0.0,,,,,
deribit,ETH,option,ETH-25JUN27-4500-C,25JUN27,4500,C,0.0225,0.0235,0.023102,41.928075,43.791545,59.27,1916.64,1223.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-4500-C,25SEP26,4500,C,0.0001,0.0003,0.00018,0.186347,0.559041,77.47,1867.64,8441.0,0.0,,,,,
deribit,ETH,option,ETH-28AUG26-1100-P,28AUG26,1100,P,0.0003,0.0004,0.000346,0.559041,0.745388,81.8,1864.3,2137.0,0.0,,,,,
deribit,ETH,option,ETH-26MAR27-4400-P,26MAR27,4400,P,1.2665,1.433,1.329707,2360.084755,2670.35251,59.38,1897.56,0.0,0.0,,,,,
deribit,ETH,option,ETH-5AUG26-1740-C,5AUG26,1740,C,0.0615,0.075,0.067017,114.603405,139.76024999999998,60.97,1863.33,0.0,0.0,0.95383,0.1224,0.00125,-2.21933,
deribit,ETH,option,ETH-30OCT26-1600-P,30OCT26,1600,P,0.0405,0.042,0.041271,75.470535,78.26574000000001,53.83,1872.02,1114.0,0.0,,,,,
deribit,ETH,option,ETH-14AUG26-1850-P,14AUG26,1850,P,0.0275,0.0285,0.028095,51.245425000000004,53.108895000000004,46.65,1863.97,1756.0,119.0,-0.44608,1.26058,0.00266,-2.75301,
deribit,ETH,option,ETH-25SEP26-7000-C,25SEP26,7000,C,,0.0001,1.5e-05,0.0,0.186347,93.06,1867.64,2033.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-11000-P,25SEP26,11000,P,4.6595,5.1385,4.889789,8682.838465,9575.440595,110.93,1867.64,0.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-3300-P,25SEP26,3300,P,0.7005,0.8455,0.767718,1305.360735,1575.563885,61.78,1867.61,3.0,0.0,,,,,
deribit,ETH,option,ETH-5AUG26-1750-C,5AUG26,1750,C,0.056,0.07,0.061844,104.35432,130.4429,59.45,1863.33,0.0,0.0,0.94331,0.14413,0.00152,-2.54807,
deribit,ETH,option,ETH-26MAR27-1000-C,26MAR27,1000,C,0.4915,0.498,0.494004,915.895505,928.00806,66.35,1897.56,270.0,0.0,,,,,
deribit,ETH,option,ETH-5AUG26-1800-P,5AUG26,1800,P,0.0027,0.0031,0.002866,5.031369000000001,5.776757,51.17,1863.33,551.0,208.0,-0.15341,0.29938,0.00366,-4.55633,
deribit,ETH,option,ETH-6AUG26-1960-C,6AUG26,1960,C,0.0017,0.0021,0.001901,3.167899,3.913287,45.94,1863.34,22.0,17.0,0.10436,0.28921,0.00247,-2.47772,
deribit,ETH,option,ETH-25JUN27-1500-C,25JUN27,1500,C,0.291,0.3775,0.323042,542.26977,703.459925,59.23,1916.67,52.0,0.0,,,,,
deribit,ETH,option,ETH-6AUG26-2100-C,6AUG26,2100,C,0.0001,0.0002,0.000168,0.186347,0.372694,59.24,1863.34,62.0,2.0,0.01006,0.0428,0.00028,-0.31847,
deribit,ETH,option,ETH-25SEP26-8000-C,25SEP26,8000,C,,0.0002,4e-06,0.0,0.372694,94.35,1867.64,1092.0,0.0,,,,,
deribit,ETH,option,ETH-4AUG26-1820-C,4AUG26,1820,C,0.021,0.03,0.024732,39.132870000000004,55.9041,49.07,1863.42,8.0,8.0,0.87207,0.16847,0.00529,-4.13313,
deribit,ETH,option,ETH-21AUG26-1750-C,21AUG26,1750,C,0.076,0.084,0.079429,141.62372,156.53148000000002,49.2,1864.2,50.0,0.0,0.73837,1.33521,0.00161,-1.85781,
deribit,ETH,option,ETH-25DEC26-6500-P,25DEC26,6500,P,2.327,2.6095,2.458473,4336.29469,4862.724965,71.29,1879.78,0.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-4200-P,25SEP26,4200,P,1.164,1.3455,1.24904,2169.07908,2507.2988849999997,73.17,1867.61,551.0,0.0,,,,,
deribit,ETH,option,ETH-26MAR27-3600-C,26MAR27,3600,C,0.022,0.0235,0.022868,40.99634,43.791545,57.16,1897.56,2214.0,0.0,,,,,
deribit,ETH,option,ETH-6AUG26-2100-P,6AUG26,2100,P,0.0845,0.176,0.127164,157.46321500000002,327.97072,59.24,1863.34,0.0,0.0,-0.98998,0.04265,0.00028,-0.47107,
deribit,ETH,option,ETH-26MAR27-3400-P,26MAR27,3400,P,0.762,0.9245,0.819959,1419.96414,1722.778015,56.71,1897.55,6.0,0.0,,,,,
deribit,ETH,option,ETH-30OCT26-1400-C,30OCT26,1400,C,0.2675,0.2765,0.271467,498.478225,515.249455,57.81,1872.0,50.0,0.0,,,,,
deribit,ETH,option,ETH-25DEC26-2600-C,25DEC26,2600,C,0.0335,0.035,0.034452,62.426245,65.22145,53.34,1879.78,6483.0,0.0,,,,,
deribit,ETH,option,ETH-25JUN27-2400-C,25JUN27,2400,C,0.13,0.1335,0.131709,242.2511,248.77324500000003,56.69,1916.64,645.0,0.0,,,,,
deribit,ETH,option,ETH-25JUN27-5000-C,25JUN27,5000,C,0.0165,0.0175,0.017024,30.747255000000003,32.610725,60.32,1916.64,446.0,157.0,,,,,
deribit,ETH,option,ETH-25JUN27-2500-P,25JUN27,2500,P,0.4155,0.4325,0.42393,774.271785,805.950775,56.71,1916.64,5.0,0.0,,,,,
deribit,ETH,option,ETH-14AUG26-1880-C,14AUG26,1880,C,0.0265,0.028,0.027148,49.381955,52.17716,45.61,1863.97,308.0,225.0,0.47229,1.26913,0.00274,-2.7096,
deribit,ETH,option,ETH-14AUG26-1700-C,14AUG26,1700,C,0.09,0.1015,0.095014,167.7123,189.14220500000002,53.08,1863.97,0.0,0.0,0.85558,0.72487,0.00134,-1.80116,
deribit,ETH,option,ETH-30OCT26-1850-P,30OCT26,1850,P,0.093,0.0945,0.093567,173.30271,176.097915,51.24,1872.02,195.0,45.0,,,,,
deribit,ETH,option,ETH-6AUG26-1900-P,6AUG26,1900,P,0.023,0.03,0.027289,42.85981,55.9041,44.94,1863.36,54.0,84.0,-0.68355,0.56863,0.00496,-4.76554,
deribit,ETH,option,ETH-28AUG26-1750-P,28AUG26,1750,P,0.024,0.025,0.024593,44.72328,46.58675,49.09,1864.3,22016.0,420.0,,,,,
deribit,ETH,option,ETH-25DEC26-4200-C,25DEC26,4200,C,0.0032,0.0037,0.003415,5.963104,6.894839,60.43,1879.78,4062.0,0.0,,,,,
deribit,ETH,option,ETH-7AUG26-2200-C,7AUG26,2200,C,0.0001,0.0002,0.000146,0.186347,0.372694,66.18,1863.37,11797.0,39.0,0.0069,0.03601,0.00016,-0.27467,
deribit,ETH,option,ETH-5AUG26-1920-P,5AUG26,1920,P,0.0265,0.036,0.032905,49.381955,67.08492,43.98,1863.33,2.0,2.0,-0.83527,0.31371,0.00446,-4.10289,
deribit,ETH,option,ETH-6AUG26-2020-P,6AUG26,2020,P,0.043,0.132,0.084648,80.12921,245.97804000000002,51.12,1863.34,0.0,0.0,-0.96514,0.12302,0.00094,-1.1727,
deribit,ETH,option,ETH-25SEP26-8500-C,25SEP26,8500,C,,0.0002,4e-06,0.0,0.372694,97.73,1867.61,1253.0,0.0,,,,,
deribit,ETH,option,ETH-26MAR27-5000-P,26MAR27,5000,P,1.537,1.77,1.641865,2864.15339,3298.3419,61.09,1897.56,0.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-4500-P,25SEP26,4500,P,1.3185,1.5135,1.409638,2456.985195,2820.3618450000004,77.47,1867.64,6.0,0.0,,,,,
deribit,ETH,option,ETH-14AUG26-1700-P,14AUG26,1700,P,0.0065,0.0075,0.007026,12.112555,13.976025,53.08,1863.97,862.0,71.0,-0.14442,0.72487,0.00134,-1.80116,
deribit,ETH,option,ETH-30OCT26-3200-C,30OCT26,3200,C,0.0036,0.0038,0.003681,6.708492,7.081186,56.67,1872.02,11.0,0.0,,,,,
deribit,ETH,option,ETH-14AUG26-2100-C,14AUG26,2100,C,0.0022,0.0026,0.002402,4.099634,4.845022,46.16,1863.97,2928.0,165.0,0.07089,0.43234,0.00092,-0.93419,
deribit,ETH,option,ETH-28AUG26-1400-P,28AUG26,1400,P,0.0024,0.0027,0.002539,4.472328,5.031369000000001,64.2,1864.3,6527.0,37.0,,,,,
deribit,ETH,option,ETH-21AUG26-2100-C,21AUG26,2100,C,0.006,0.0065,0.006279,11.18082,12.112555,45.9,1864.2,417.0,9.0,0.12972,0.86671,0.00112,-1.12508,
deribit,ETH,option,ETH-26MAR27-800-C,26MAR27,800,C,0.5875,0.592,0.589418,1094.7886250000001,1103.17424,72.37,1897.59,0.0,0.0,,,,,
deribit,ETH,option,ETH-26MAR27-4400-C,26MAR27,4400,C,0.0105,0.0115,0.011025,19.566435000000002,21.429905,59.38,1897.56,1083.0,0.0,,,,,
deribit,ETH,option,ETH-25DEC26-3000-P,25DEC26,3000,P,0.5985,0.6275,0.612946,1115.286795,1169.327425,54.65,1879.81,781.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-2500-P,25SEP26,2500,P,0.3365,0.3485,0.345059,627.0576550000001,649.4192949999999,51.0,1867.64,3122.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-13000-C,25SEP26,13000,C,,0.0003,3e-06,0.0,0.559041,119.8,1867.64,1873.0,0.0,,,,,
deribit,ETH,option,ETH-25SEP26-7200-P,25SEP26,7200,P,2.7045,3.0185,2.855144,5039.754615,5624.884195,93.06,1867.64,0.0,0.0,,,,,
deribit,ETH,option,ETH-25JUN27-1900-P,25JUN27,1900,P,0.207,0.21,0.208171,385.73829,391.32869999999997,57.33,1916.64,3072.0,0.0,,,,,
deribit,ETH,option,ETH-4AUG26-2000-P,4AUG26,2000,P,0.0315,0.118,0.073303,58.699305,219.88945999999999,63.07,1863.42,0.0,0.0,-0.99494,0.01176,0.00029,-0.3709,
deribit,ETH,option,ETH-25DEC26-4500-C,25DEC26,4500,C,0.0023,0.0028,0.002527,4.285981,5.217716,61.91,1879.81,2669.0,0.0,,,,,
deribit,ETH,option,ETH-30OCT26-1000-P,30OCT26,1000,P,0.0034,0.0039,0.003632,6.335798,7.267532999999999,71.21,1872.0,553.0,3.0,,,,,
